1.16000000000000000000000000000000000000000000000000e+02,1.73000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.09799999999999954525264911353588104248046875000000e+02,8.91899999999999977262632455676794052124023437500000e+02,3.00000000000000000000000000000000000000000000000000e+00
2.03500000000000000000000000000000000000000000000000e+02,3.05300000000000011368683772161602973937988281250000e+02,0.00000000000000000000000000000000000000000000000000e+00,2.03500000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.63399999999999977262632455676794052124023437500000e+02,6.30000000000000000000000000000000000000000000000000e+02,9.00000000000000000000000000000000000000000000000000e+01
1.73810000000000002273736754432320594787597656250000e+02,9.33700000000000045474735088646411895751953125000000e+01,1.59900000000000005684341886080801486968994140625000e+02,1.72340000000000003410605131648480892181396484375000e+02,9.73000000000000042632564145606011152267456054687500e+00,1.00720000000000004547473508864641189575195312500000e+03,7.46600000000000022737367544323205947875976562500000e+02,2.80000000000000000000000000000000000000000000000000e+01
1.90340000000000003410605131648480892181396484375000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.25180000000000006821210263296961784362792968750000e+02,1.66610000000000013642420526593923568725585937500000e+02,9.88000000000000078159700933611020445823669433593750e+00,1.07900000000000000000000000000000000000000000000000e+03,7.98899999999999977262632455676794052124023437500000e+02,1.40000000000000000000000000000000000000000000000000e+01
1.65000000000000000000000000000000000000000000000000e+02,2.00000000000000004163336342344337026588618755340576e-02,1.43569999999999993178789736703038215637207031250000e+02,1.63810000000000002273736754432320594787597656250000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.00560000000000002273736754432320594787597656250000e+03,9.00899999999999977262632455676794052124023437500000e+02,5.60000000000000000000000000000000000000000000000000e+01
3.82000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.86000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.04700000000000000000000000000000000000000000000000e+03,7.39000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
1.62000000000000000000000000000000000000000000000000e+02,2.07000000000000000000000000000000000000000000000000e+02,1.72000000000000000000000000000000000000000000000000e+02,2.16000000000000000000000000000000000000000000000000e+02,1.00000000000000000000000000000000000000000000000000e+01,8.22000000000000000000000000000000000000000000000000e+02,6.38000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
2.13740000000000009094947017729282379150390625000000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.74740000000000009094947017729282379150390625000000e+02,1.54789999999999992041921359486877918243408203125000e+02,1.01600000000000001421085471520200371742248535156250e+01,1.05350000000000000000000000000000000000000000000000e+03,7.76350000000000022737367544323205947875976562500000e+02,5.60000000000000000000000000000000000000000000000000e+01
2.52500000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.85699999999999988631316227838397026062011718750000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.11159999999999990905052982270717620849609375000000e+03,7.84299999999999954525264911353588104248046875000000e+02,7.00000000000000000000000000000000000000000000000000e+00
2.95800000000000011368683772161602973937988281250000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.85699999999999988631316227838397026062011718750000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.09140000000000009094947017729282379150390625000000e+03,7.69299999999999954525264911353588104248046875000000e+02,2.80000000000000000000000000000000000000000000000000e+01
2.55500000000000000000000000000000000000000000000000e+02,1.70300000000000011368683772161602973937988281250000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.85699999999999988631316227838397026062011718750000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.02659999999999990905052982270717620849609375000000e+03,7.24299999999999954525264911353588104248046875000000e+02,2.80000000000000000000000000000000000000000000000000e+01
1.42000000000000000000000000000000000000000000000000e+02,1.67000000000000000000000000000000000000000000000000e+02,1.30000000000000000000000000000000000000000000000000e+02,1.74000000000000000000000000000000000000000000000000e+02,1.10000000000000000000000000000000000000000000000000e+01,8.83000000000000000000000000000000000000000000000000e+02,7.85000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
3.93000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.40000000000000000000000000000000000000000000000000e+02,7.58000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
3.10000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.01200000000000000000000000000000000000000000000000e+03,8.30000000000000000000000000000000000000000000000000e+02,1.20000000000000000000000000000000000000000000000000e+02
1.72379999999999995452526491135358810424804687500000e+02,1.36099999999999994315658113919198513031005859375000e+01,1.72370000000000004547473508864641189575195312500000e+02,1.56759999999999990905052982270717620849609375000000e+02,4.13999999999999968025576890795491635799407958984375e+00,1.00629999999999995452526491135358810424804687500000e+03,8.56399999999999977262632455676794052124023437500000e+02,3.00000000000000000000000000000000000000000000000000e+00
2.51810000000000002273736754432320594787597656250000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.99399999999999977262632455676794052124023437500000e+01,1.46139999999999986357579473406076431274414062500000e+02,1.23499999999999996447286321199499070644378662109375e+01,1.00600000000000000000000000000000000000000000000000e+03,8.99759999999999990905052982270717620849609375000000e+02,1.40000000000000000000000000000000000000000000000000e+01
3.59000000000000000000000000000000000000000000000000e+02,1.90000000000000000000000000000000000000000000000000e+01,1.41000000000000000000000000000000000000000000000000e+02,1.54000000000000000000000000000000000000000000000000e+02,1.09100000000000001421085471520200371742248535156250e+01,9.42000000000000000000000000000000000000000000000000e+02,8.01000000000000000000000000000000000000000000000000e+02,3.00000000000000000000000000000000000000000000000000e+00
4.25000000000000000000000000000000000000000000000000e+02,1.06299999999999997157829056959599256515502929687500e+02,0.00000000000000000000000000000000000000000000000000e+00,1.53500000000000000000000000000000000000000000000000e+02,1.65000000000000000000000000000000000000000000000000e+01,8.52100000000000022737367544323205947875976562500000e+02,8.87100000000000022737367544323205947875976562500000e+02,7.00000000000000000000000000000000000000000000000000e+00
2.95709999999999979536369210109114646911621093750000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.56400000000000005684341886080801486968994140625000e+01,1.71539999999999992041921359486877918243408203125000e+02,8.86999999999999921840299066388979554176330566406250e+00,9.55139999999999986357579473406076431274414062500000e+02,8.59200000000000045474735088646411895751953125000000e+02,2.80000000000000000000000000000000000000000000000000e+01
3.37899999999999977262632455676794052124023437500000e+02,1.89000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.74900000000000005684341886080801486968994140625000e+02,9.50000000000000000000000000000000000000000000000000e+00,9.44700000000000045474735088646411895751953125000000e+02,7.55799999999999954525264911353588104248046875000000e+02,2.80000000000000000000000000000000000000000000000000e+01
2.77000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.91000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.68000000000000000000000000000000000000000000000000e+02,8.56000000000000000000000000000000000000000000000000e+02,3.00000000000000000000000000000000000000000000000000e+00
2.88000000000000000000000000000000000000000000000000e+02,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.32000000000000000000000000000000000000000000000000e+02,7.17799999999999954525264911353588104248046875000000e+02,2.80000000000000000000000000000000000000000000000000e+01
3.93000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.40000000000000000000000000000000000000000000000000e+02,7.58000000000000000000000000000000000000000000000000e+02,3.00000000000000000000000000000000000000000000000000e+00
1.66800000000000011368683772161602973937988281250000e+02,2.50199999999999988631316227838397026062011718750000e+02,0.00000000000000000000000000000000000000000000000000e+00,2.03500000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.75600000000000022737367544323205947875976562500000e+02,6.92600000000000022737367544323205947875976562500000e+02,9.00000000000000000000000000000000000000000000000000e+01
1.49000000000000000000000000000000000000000000000000e+02,1.18000000000000000000000000000000000000000000000000e+02,9.20000000000000000000000000000000000000000000000000e+01,1.83000000000000000000000000000000000000000000000000e+02,7.00000000000000000000000000000000000000000000000000e+00,9.53000000000000000000000000000000000000000000000000e+02,7.80000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
1.41300000000000011368683772161602973937988281250000e+02,2.12000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,2.03500000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.71799999999999954525264911353588104248046875000000e+02,7.48500000000000000000000000000000000000000000000000e+02,7.00000000000000000000000000000000000000000000000000e+00
3.13300000000000011368683772161602973937988281250000e+02,2.62199999999999988631316227838397026062011718750000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.75500000000000000000000000000000000000000000000000e+02,8.59999999999999964472863211994990706443786621093750e+00,1.04690000000000009094947017729282379150390625000000e+03,6.11799999999999954525264911353588104248046875000000e+02,9.10000000000000000000000000000000000000000000000000e+01
2.12569999999999993178789736703038215637207031250000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.00390000000000000568434188608080148696899414062500e+02,1.59349999999999994315658113919198513031005859375000e+02,1.03699999999999992184029906638897955417633056640625e+01,1.00379999999999995452526491135358810424804687500000e+03,9.03789999999999963620211929082870483398437500000000e+02,1.40000000000000000000000000000000000000000000000000e+01
5.20000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.70000000000000000000000000000000000000000000000000e+02,5.20000000000000017763568394002504646778106689453125e+00,8.55000000000000000000000000000000000000000000000000e+02,8.55000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
4.80000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.36000000000000000000000000000000000000000000000000e+02,7.21000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
2.18229999999999989768184605054557323455810546875000e+02,5.46400000000000005684341886080801486968994140625000e+01,1.23780000000000001136868377216160297393798828125000e+02,1.40750000000000000000000000000000000000000000000000e+02,1.19100000000000001421085471520200371742248535156250e+01,1.07570000000000004547473508864641189575195312500000e+03,7.92669999999999959072738420218229293823242187500000e+02,1.40000000000000000000000000000000000000000000000000e+01
2.37500000000000000000000000000000000000000000000000e+02,2.37500000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,2.28000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.32000000000000000000000000000000000000000000000000e+02,5.94000000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
1.48099999999999994315658113919198513031005859375000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.82099999999999994315658113919198513031005859375000e+02,1.81400000000000005684341886080801486968994140625000e+02,1.50000000000000000000000000000000000000000000000000e+01,8.38899999999999977262632455676794052124023437500000e+02,8.84299999999999954525264911353588104248046875000000e+02,2.80000000000000000000000000000000000000000000000000e+01
2.29969999999999998863131622783839702606201171875000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.18310000000000002273736754432320594787597656250000e+02,1.95469999999999998863131622783839702606201171875000e+02,4.62999999999999989341858963598497211933135986328125e+00,1.02940000000000009094947017729282379150390625000000e+03,7.58590000000000031832314562052488327026367187500000e+02,1.00000000000000000000000000000000000000000000000000e+02
3.49000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,0.00000000000000000000000000000000000000000000000000e+00,1.92000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,1.04700000000000000000000000000000000000000000000000e+03,8.06000000000000000000000000000000000000000000000000e+02,7.00000000000000000000000000000000000000000000000000e+00
2.50000000000000000000000000000000000000000000000000e+02,0.00000000000000000000000000000000000000000000000000e+00,9.56899999999999977262632455676794052124023437500000e+01,1.91840000000000003410605131648480892181396484375000e+02,5.33000000000000007105427357601001858711242675781250e+00,9.48899999999999977262632455676794052124023437500000e+02,8.57200000000000045474735088646411895751953125000000e+02,2.80000000000000000000000000000000000000000000000000e+01
1.46500000000000000000000000000000000000000000000000e+02,1.14599999999999994315658113919198513031005859375000e+02,8.92999999999999971578290569595992565155029296875000e+01,2.01900000000000005684341886080801486968994140625000e+02,8.80000000000000071054273576010018587112426757812500e+00,8.60000000000000000000000000000000000000000000000000e+02,8.29500000000000000000000000000000000000000000000000e+02,2.80000000000000000000000000000000000000000000000000e+01
